"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"19:01:06:09","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.1","1.4","ARRI ALEXA 35"
"19:01:06:10","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.5","0.7","ARRI ALEXA 35"
"19:01:06:11","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.5","0","ARRI ALEXA 35"
"19:01:06:12","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.7","-0.8","ARRI ALEXA 35"
"19:01:06:13","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.7","-1.9","ARRI ALEXA 35"
"19:01:06:14","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.9","-2.9","ARRI ALEXA 35"
"19:01:06:15","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.9","-3.6","ARRI ALEXA 35"
"19:01:06:16","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.9","-4.1","ARRI ALEXA 35"
"19:01:06:17","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.6","-4.7","ARRI ALEXA 35"
"19:01:06:18","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.6","-4.9","ARRI ALEXA 35"
"19:01:06:19","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3.3","-5.5","ARRI ALEXA 35"
"19:01:06:20","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-3","-5.8","ARRI ALEXA 35"
"19:01:06:21","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-2.6","-6.3","ARRI ALEXA 35"
"19:01:06:22","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-2.3","-6.9","ARRI ALEXA 35"
"19:01:06:23","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-1.9","-7.4","ARRI ALEXA 35"
"19:01:07:00","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-1.6","-7.8","ARRI ALEXA 35"
"19:01:07:01","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-1.3","-8.1","ARRI ALEXA 35"
"19:01:07:02","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-0.8","-8.6","ARRI ALEXA 35"
"19:01:07:03","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-0.8","-8.7","ARRI ALEXA 35"
"19:01:07:04","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","-0.1","-8.9","ARRI ALEXA 35"
"19:01:07:05","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","0.2","-9","ARRI ALEXA 35"
"19:01:07:06","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","0.4","-9","ARRI ALEXA 35"
"19:01:07:07","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","0.6","-9","ARRI ALEXA 35"
"19:01:07:08","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","0.8","-9","ARRI ALEXA 35"
"19:01:07:09","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","1.2","-8.8","ARRI ALEXA 35"
"19:01:07:10","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","1.6","-8.5","ARRI ALEXA 35"
"19:01:07:11","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","1.8","-8.2","ARRI ALEXA 35"
"19:01:07:12","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","2.2","-7.4","ARRI ALEXA 35"
"19:01:07:13","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","2.9","-6.8","ARRI ALEXA 35"
"19:01:07:14","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","3.1","-6.1","ARRI ALEXA 35"
"19:01:07:15","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","3.3","-5.2","ARRI ALEXA 35"
"19:01:07:16","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","3.5","-4.5","ARRI ALEXA 35"
"19:01:07:17","C_0003C007_250529_190134_h1BYI","COOKE S4 918","918","40","T 2 6/10","24.803","3.5","-4.1","ARRI ALEXA 35"
