"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"11:13:05:19","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:05:20","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:05:21","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:05:22","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:05:23","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:00","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:01","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:02","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:03","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:04","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:05","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:06","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
"11:13:06:07","D_0004C013_250521_111244_h1EI5","COOKE S4 753","753","40","T 2.8 2/10","8.609","7.4","0.1","ARRI ALEXA 35"
