"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"14:06:20:15","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-1.4","3.5","ARRI ALEXA 35"
"14:06:20:16","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-1.6","3.2","ARRI ALEXA 35"
"14:06:20:17","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-2.1","2.2","ARRI ALEXA 35"
"14:06:20:18","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-2.6","1.6","ARRI ALEXA 35"
"14:06:20:19","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","0.9","ARRI ALEXA 35"
"14:06:20:20","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.4","0.1","ARRI ALEXA 35"
"14:06:20:21","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.7","-0.3","ARRI ALEXA 35"
"14:06:20:22","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.7","-0.8","ARRI ALEXA 35"
"14:06:20:23","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","-1","ARRI ALEXA 35"
"14:06:21:00","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","-1","ARRI ALEXA 35"
"14:06:21:01","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","-1","ARRI ALEXA 35"
"14:06:21:02","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","-1","ARRI ALEXA 35"
"14:06:21:03","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-2.8","-1","ARRI ALEXA 35"
"14:06:21:04","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3","-1","ARRI ALEXA 35"
"14:06:21:05","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.3","-0.4","ARRI ALEXA 35"
"14:06:21:06","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.4","0","ARRI ALEXA 35"
"14:06:21:07","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.4","0.5","ARRI ALEXA 35"
"14:06:21:08","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","0.7","ARRI ALEXA 35"
"14:06:21:09","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-3.1","0.7","ARRI ALEXA 35"
"14:06:21:10","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-2.4","1.1","ARRI ALEXA 35"
"14:06:21:11","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-1.9","1.1","ARRI ALEXA 35"
"14:06:21:12","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-1.5","0.8","ARRI ALEXA 35"
"14:06:21:13","A_0018C004_250528_140556_h1EI5","COOKE S4 911","911","35","T 2 5/10","2.723","-0.9","0.8","ARRI ALEXA 35"
