"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"17:54:17:23","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-15.5","2.1","ARRI ALEXA 35"
"17:54:18:00","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-15.2","2.7","ARRI ALEXA 35"
"17:54:18:01","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-15.2","2.9","ARRI ALEXA 35"
"17:54:18:02","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-15.4","2.9","ARRI ALEXA 35"
"17:54:18:03","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-15.5","2.3","ARRI ALEXA 35"
"17:54:18:04","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-15.7","2","ARRI ALEXA 35"
"17:54:18:05","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-16","1.8","ARRI ALEXA 35"
"17:54:18:06","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-16.4","1.4","ARRI ALEXA 35"
"17:54:18:07","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-16.6","0.7","ARRI ALEXA 35"
"17:54:18:08","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.1","0.7","ARRI ALEXA 35"
"17:54:18:09","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.4","0.7","ARRI ALEXA 35"
"17:54:18:10","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.7","0.4","ARRI ALEXA 35"
"17:54:18:11","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.1","ARRI ALEXA 35"
"17:54:18:12","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.2","ARRI ALEXA 35"
"17:54:18:13","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.2","ARRI ALEXA 35"
"17:54:18:14","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.4","ARRI ALEXA 35"
"17:54:18:15","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.5","ARRI ALEXA 35"
"17:54:18:16","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.5","ARRI ALEXA 35"
"17:54:18:17","C_0002C013_250529_175445_h1BYI","COOKE S4 917","917","50","T 2 4/10","9.734","-17.9","-0.5","ARRI ALEXA 35"
