"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"12:10:45:11","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","9.7","0.5","ARRI ALEXA 35"
"12:10:45:12","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","9.9","0.5","ARRI ALEXA 35"
"12:10:45:13","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","9.9","0.5","ARRI ALEXA 35"
"12:10:45:14","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:45:15","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:45:16","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:45:17","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:45:18","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:45:19","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:45:20","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.3","0.5","ARRI ALEXA 35"
"12:10:45:21","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.3","0.5","ARRI ALEXA 35"
"12:10:45:22","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.3","0.5","ARRI ALEXA 35"
"12:10:45:23","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:00","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:01","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:02","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:03","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:04","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:05","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:06","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:07","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.277","10.1","0.5","ARRI ALEXA 35"
"12:10:46:08","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.27","10.1","0.5","ARRI ALEXA 35"
"12:10:46:09","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.27","10.1","0.5","ARRI ALEXA 35"
"12:10:46:10","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.27","10.1","0.5","ARRI ALEXA 35"
"12:10:46:11","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.228","10.1","0.5","ARRI ALEXA 35"
"12:10:46:12","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.159","10.1","0.5","ARRI ALEXA 35"
"12:10:46:13","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.057","10.1","0.5","ARRI ALEXA 35"
"12:10:46:14","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.969","10.1","0.5","ARRI ALEXA 35"
"12:10:46:15","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.926","10.1","0.5","ARRI ALEXA 35"
"12:10:46:16","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.893","10.1","0.5","ARRI ALEXA 35"
"12:10:46:17","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.798","10.1","0.5","ARRI ALEXA 35"
"12:10:46:18","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.759","10.1","0.5","ARRI ALEXA 35"
"12:10:46:19","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.677","10.1","0.5","ARRI ALEXA 35"
"12:10:46:20","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.66","10.1","0.5","ARRI ALEXA 35"
"12:10:46:21","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.66","10.1","0.5","ARRI ALEXA 35"
"12:10:46:22","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.66","9.9","0.5","ARRI ALEXA 35"
"12:10:46:23","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.66","9.9","0.5","ARRI ALEXA 35"
"12:10:47:00","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.69","9.9","0.5","ARRI ALEXA 35"
"12:10:47:01","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.69","9.9","0.5","ARRI ALEXA 35"
"12:10:47:02","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.69","9.9","0.5","ARRI ALEXA 35"
"12:10:47:03","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.9","0.5","ARRI ALEXA 35"
"12:10:47:04","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10","0.5","ARRI ALEXA 35"
"12:10:47:05","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10","0.5","ARRI ALEXA 35"
"12:10:47:06","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10","0.5","ARRI ALEXA 35"
"12:10:47:07","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10.1","0.5","ARRI ALEXA 35"
"12:10:47:08","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10.1","0.5","ARRI ALEXA 35"
"12:10:47:09","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10.1","0.5","ARRI ALEXA 35"
"12:10:47:10","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.8","0.5","ARRI ALEXA 35"
"12:10:47:11","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.8","0.5","ARRI ALEXA 35"
"12:10:47:12","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.8","0.5","ARRI ALEXA 35"
"12:10:47:13","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.8","0.5","ARRI ALEXA 35"
"12:10:47:14","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.8","0.5","ARRI ALEXA 35"
"12:10:47:15","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.9","0.5","ARRI ALEXA 35"
"12:10:47:16","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","9.9","0.5","ARRI ALEXA 35"
"12:10:47:17","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10.1","0.5","ARRI ALEXA 35"
"12:10:47:18","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.693","10.1","0.5","ARRI ALEXA 35"
"12:10:47:19","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:47:20","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:47:21","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:47:22","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:47:23","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:48:00","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:48:01","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:48:02","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.699","10.1","0.5","ARRI ALEXA 35"
"12:10:48:03","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:04","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:05","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:06","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:07","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:08","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:09","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:10","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.703","10.1","0.5","ARRI ALEXA 35"
"12:10:48:11","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.716","10.1","0.5","ARRI ALEXA 35"
"12:10:48:12","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.732","10.1","0.5","ARRI ALEXA 35"
"12:10:48:13","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.749","10.1","0.5","ARRI ALEXA 35"
"12:10:48:14","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.785","10.1","0.5","ARRI ALEXA 35"
"12:10:48:15","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.841","10.1","0.5","ARRI ALEXA 35"
"12:10:48:16","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.86","10.1","0.5","ARRI ALEXA 35"
"12:10:48:17","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.864","10.1","0.5","ARRI ALEXA 35"
"12:10:48:18","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.864","10.1","0.5","ARRI ALEXA 35"
"12:10:48:19","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.88","10.1","0.5","ARRI ALEXA 35"
"12:10:48:20","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.886","10.1","0.5","ARRI ALEXA 35"
"12:10:48:21","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.9","10.1","0.5","ARRI ALEXA 35"
"12:10:48:22","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.939","10.1","0.5","ARRI ALEXA 35"
"12:10:48:23","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.955","10.1","0.5","ARRI ALEXA 35"
"12:10:49:00","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.975","10.1","0.5","ARRI ALEXA 35"
"12:10:49:01","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","6.978","10.1","0.5","ARRI ALEXA 35"
"12:10:49:02","B_0016C003_250529_110923_h1CZ7","COOKE S4 752","752","65","T 2 1/10","7.008","10.1","0.5","ARRI ALEXA 35"
