"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"17:41:28:19","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.5","-0.3","ARRI ALEXA 35"
"17:41:28:20","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.5","-0.3","ARRI ALEXA 35"
"17:41:28:21","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.5","-0.1","ARRI ALEXA 35"
"17:41:28:22","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.5","-0.1","ARRI ALEXA 35"
"17:41:28:23","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.3","0.2","ARRI ALEXA 35"
"17:41:29:00","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.3","0.5","ARRI ALEXA 35"
"17:41:29:01","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.3","0.7","ARRI ALEXA 35"
"17:41:29:02","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.5","0.8","ARRI ALEXA 35"
"17:41:29:03","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.7","1","ARRI ALEXA 35"
"17:41:29:04","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.7","1.2","ARRI ALEXA 35"
"17:41:29:05","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-3.8","1.2","ARRI ALEXA 35"
"17:41:29:06","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-4","1.2","ARRI ALEXA 35"
"17:41:29:07","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-4.2","1.2","ARRI ALEXA 35"
"17:41:29:08","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-4.4","1.2","ARRI ALEXA 35"
"17:41:29:09","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-4.8","1","ARRI ALEXA 35"
"17:41:29:10","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-5","0.7","ARRI ALEXA 35"
"17:41:29:11","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-5.2","0.4","ARRI ALEXA 35"
"17:41:29:12","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-5.4","0.4","ARRI ALEXA 35"
"17:41:29:13","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-5.4","0.4","ARRI ALEXA 35"
"17:41:29:14","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.65","-5.4","0.4","ARRI ALEXA 35"
"17:41:29:15","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.673","-5.2","0.4","ARRI ALEXA 35"
"17:41:29:16","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.728","-5","0.8","ARRI ALEXA 35"
"17:41:29:17","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.728","-5","1.4","ARRI ALEXA 35"
"17:41:29:18","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.863","-5","1.8","ARRI ALEXA 35"
"17:41:29:19","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.909","-5","2.1","ARRI ALEXA 35"
"17:41:29:20","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","5.968","-5","2.1","ARRI ALEXA 35"
"17:41:29:21","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","6.027","-5.2","2.1","ARRI ALEXA 35"
"17:41:29:22","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","6.171","-5.4","1.8","ARRI ALEXA 35"
"17:41:29:23","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","6.309","-5.4","1.3","ARRI ALEXA 35"
"17:41:30:00","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","6.319","-5.4","1.3","ARRI ALEXA 35"
"17:41:30:01","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","6.371","-5.4","1","ARRI ALEXA 35"
"17:41:30:02","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 1/10","6.385","-4.9","1","ARRI ALEXA 35"
"17:41:30:03","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-4.5","1.4","ARRI ALEXA 35"
"17:41:30:04","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-4.2","2","ARRI ALEXA 35"
"17:41:30:05","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.7","2.5","ARRI ALEXA 35"
"17:41:30:06","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.5","2.7","ARRI ALEXA 35"
"17:41:30:07","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.5","3","ARRI ALEXA 35"
"17:41:30:08","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.2","3","ARRI ALEXA 35"
"17:41:30:09","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.2","3","ARRI ALEXA 35"
"17:41:30:10","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.2","3","ARRI ALEXA 35"
"17:41:30:11","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.4","2.7","ARRI ALEXA 35"
"17:41:30:12","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.5","2.7","ARRI ALEXA 35"
"17:41:30:13","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.7","2.1","ARRI ALEXA 35"
"17:41:30:14","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.385","-3.8","1.8","ARRI ALEXA 35"
"17:41:30:15","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.414","-4","1.8","ARRI ALEXA 35"
"17:41:30:16","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.45","-4.3","1.1","ARRI ALEXA 35"
"17:41:30:17","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.509","-4.7","0.4","ARRI ALEXA 35"
"17:41:30:18","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5","-0.1","ARRI ALEXA 35"
"17:41:30:19","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.2","-0.6","ARRI ALEXA 35"
"17:41:30:20","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.6","-1.1","ARRI ALEXA 35"
"17:41:30:21","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.6","-1.5","ARRI ALEXA 35"
"17:41:30:22","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.6","-1.7","ARRI ALEXA 35"
"17:41:30:23","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.6","-1.7","ARRI ALEXA 35"
"17:41:31:00","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.4","-1.5","ARRI ALEXA 35"
"17:41:31:01","C_0001C013_250523_174152_h1BYI","COOKE S4 018","018","35","T 2.8 5/10","6.535","-5.2","-1.2","ARRI ALEXA 35"
