"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"16:06:22:17","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:22:18","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:22:19","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:22:20","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:22:21","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:22:22","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:22:23","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:00","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:01","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:02","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:03","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:04","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:05","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:06","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:07","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:08","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:09","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:10","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:11","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:12","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:13","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:14","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:15","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:16","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:17","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:18","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:19","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:20","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:21","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:22","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:23:23","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:00","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:01","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:02","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:03","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:04","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:05","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:06","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:07","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:08","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:09","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:10","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:11","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:12","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:13","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
"16:06:24:14","D_0007C003_250521_160601_h1EI5","COOKE S4 962","962","50","T 2 6/10","7.415","-16.4","1.9","ARRI ALEXA 35"
