"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"10:35:56:15","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:16","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:17","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:18","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:19","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:20","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:21","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:22","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:56:23","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:00","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:01","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:02","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:03","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:04","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:05","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:06","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:07","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:08","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:09","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:10","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","15.404","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:11","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","14.934","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:12","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","13.31","-28.8","0.4","ARRI ALEXA 35"
"10:35:57:13","A_0010C003_250527_093516_h1CBB","COOKE S4 954","954","18","T 2.8 1/10","12.589","-28.8","0.4","ARRI ALEXA 35"
