"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"17:13:25:11","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","3.6","1.4","ARRI ALEXA 35"
"17:13:25:12","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","3","1.6","ARRI ALEXA 35"
"17:13:25:13","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","2.1","1.3","ARRI ALEXA 35"
"17:13:25:14","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","1.2","0.4","ARRI ALEXA 35"
"17:13:25:15","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","0.7","0","ARRI ALEXA 35"
"17:13:25:16","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","0.3","-0.4","ARRI ALEXA 35"
"17:13:25:17","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","0","-0.8","ARRI ALEXA 35"
"17:13:25:18","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","0","-0.8","ARRI ALEXA 35"
"17:13:25:19","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","-0.4","-0.1","ARRI ALEXA 35"
"17:13:25:20","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","-0.8","0.8","ARRI ALEXA 35"
"17:13:25:21","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","-1","1.5","ARRI ALEXA 35"
"17:13:25:22","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.831","-1.2","2.1","ARRI ALEXA 35"
"17:13:25:23","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","22.523","-1.2","2.4","ARRI ALEXA 35"
"17:13:26:00","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","17.694","-0.9","2.5","ARRI ALEXA 35"
"17:13:26:01","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","16.027","-0.3","2.6","ARRI ALEXA 35"
"17:13:26:02","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","13.228","0.2","2.8","ARRI ALEXA 35"
"17:13:26:03","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","12.06","0.6","3","ARRI ALEXA 35"
"17:13:26:04","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","10.003","1.4","3.7","ARRI ALEXA 35"
"17:13:26:05","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","9.117","1.8","4.4","ARRI ALEXA 35"
"17:13:26:06","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.635","1.8","4.6","ARRI ALEXA 35"
"17:13:26:07","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.645","2","5.1","ARRI ALEXA 35"
"17:13:26:08","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.645","2.2","5.1","ARRI ALEXA 35"
"17:13:26:09","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.645","2.2","5.1","ARRI ALEXA 35"
"17:13:26:10","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.645","2.2","4.6","ARRI ALEXA 35"
"17:13:26:11","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.635","2.2","3.8","ARRI ALEXA 35"
"17:13:26:12","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","8.317","2.2","3.4","ARRI ALEXA 35"
"17:13:26:13","C_0002C004_250529_171353_h1BYI","COOKE S4 754","754","32","T 2 4/10","7.808","1.9","2.8","ARRI ALEXA 35"
