"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"17:29:00:19","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-6.9","0","ARRI ALEXA 35"
"17:29:00:20","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-6.9","0","ARRI ALEXA 35"
"17:29:00:21","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:00:22","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:00:23","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:00","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:01","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:02","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:03","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:04","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:05","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:06","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:07","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","24.728","-7","0","ARRI ALEXA 35"
"17:29:01:08","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","22.956","-7","0","ARRI ALEXA 35"
"17:29:01:09","A_0002C024_250519_162822_h1CBB","COOKE S4 754","754","27","T 2.8 1/10","17.434","-7","0","ARRI ALEXA 35"
