"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"15:05:54:08","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","23.278","6.9","0.3","ARRI ALEXA 35"
"15:05:54:09","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","23.278","6.9","0.3","ARRI ALEXA 35"
"15:05:54:10","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","23.278","6.9","0.3","ARRI ALEXA 35"
"15:05:54:11","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","20.991","6.9","0.3","ARRI ALEXA 35"
"15:05:54:12","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","20.991","6.9","0.3","ARRI ALEXA 35"
"15:05:54:13","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","16.939","6.9","0.3","ARRI ALEXA 35"
"15:05:54:14","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","13.983","6.9","0.3","ARRI ALEXA 35"
"15:05:54:15","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","13.186","6.9","0.3","ARRI ALEXA 35"
"15:05:54:16","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","10.922","6.9","0.3","ARRI ALEXA 35"
"15:05:54:17","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","10.262","6.9","0.3","ARRI ALEXA 35"
"15:05:54:18","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","8.691","6.9","0.3","ARRI ALEXA 35"
"15:05:54:19","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","8.146","6.9","0.3","ARRI ALEXA 35"
"15:05:54:20","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","7.48","6.9","0.3","ARRI ALEXA 35"
"15:05:54:21","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","6.916","6.9","0.3","ARRI ALEXA 35"
"15:05:54:22","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","6.736","6.9","0.3","ARRI ALEXA 35"
"15:05:54:23","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","6.194","6.9","0.3","ARRI ALEXA 35"
"15:05:55:00","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","5.892","6.9","0.3","ARRI ALEXA 35"
"15:05:55:01","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","5.646","6.9","0.3","ARRI ALEXA 35"
"15:05:55:02","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","5.505","6.9","0.3","ARRI ALEXA 35"
"15:05:55:03","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","5.341","6.9","0.3","ARRI ALEXA 35"
"15:05:55:04","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","5.141","6.9","0.3","ARRI ALEXA 35"
"15:05:55:05","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.984","6.9","0.3","ARRI ALEXA 35"
"15:05:55:06","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.823","6.9","0.3","ARRI ALEXA 35"
"15:05:55:07","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.656","6.9","0.3","ARRI ALEXA 35"
"15:05:55:08","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.544","6.9","0.3","ARRI ALEXA 35"
"15:05:55:09","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.485","6.9","0.3","ARRI ALEXA 35"
"15:05:55:10","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.37","6.9","0.3","ARRI ALEXA 35"
"15:05:55:11","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.334","6.9","0.3","ARRI ALEXA 35"
"15:05:55:12","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.275","6.9","0.3","ARRI ALEXA 35"
"15:05:55:13","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.213","6.9","0.3","ARRI ALEXA 35"
"15:05:55:14","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.157","6.9","0.3","ARRI ALEXA 35"
"15:05:55:15","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.104","6.9","0.3","ARRI ALEXA 35"
"15:05:55:16","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.081","6.9","0.3","ARRI ALEXA 35"
"15:05:55:17","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","4.019","6.9","0.3","ARRI ALEXA 35"
"15:05:55:18","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.99","6.9","0.3","ARRI ALEXA 35"
"15:05:55:19","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.97","6.9","0.3","ARRI ALEXA 35"
"15:05:55:20","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.927","6.9","0.3","ARRI ALEXA 35"
"15:05:55:21","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.914","6.9","0.3","ARRI ALEXA 35"
"15:05:55:22","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.878","6.9","0.3","ARRI ALEXA 35"
"15:05:55:23","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.829","6.9","0.3","ARRI ALEXA 35"
"15:05:56:00","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.789","6.9","0.3","ARRI ALEXA 35"
"15:05:56:01","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.747","6.9","0.3","ARRI ALEXA 35"
"15:05:56:02","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.724","6.9","0.3","ARRI ALEXA 35"
"15:05:56:03","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.704","6.9","0.3","ARRI ALEXA 35"
"15:05:56:04","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.688","6.9","0.3","ARRI ALEXA 35"
"15:05:56:05","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.675","6.9","0.3","ARRI ALEXA 35"
"15:05:56:06","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.652","6.9","0.3","ARRI ALEXA 35"
"15:05:56:07","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.629","6.9","0.3","ARRI ALEXA 35"
"15:05:56:08","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.599","6.9","0.3","ARRI ALEXA 35"
"15:05:56:09","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.583","6.9","0.3","ARRI ALEXA 35"
"15:05:56:10","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.576","6.9","0.3","ARRI ALEXA 35"
"15:05:56:11","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.543","6.9","0.3","ARRI ALEXA 35"
"15:05:56:12","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.54","6.9","0.3","ARRI ALEXA 35"
"15:05:56:13","A_0024C002_250529_150531_h1EI5","COOKE S4 955","955","32","T 1.4 7/10","3.517","6.9","0.3","ARRI ALEXA 35"
