"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"18:40:08:02","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:03","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:04","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:08:05","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:08:06","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.3","0","ARRI ALEXA 35"
"18:40:08:07","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.3","0","ARRI ALEXA 35"
"18:40:08:08","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:09","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:10","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:11","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:12","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:13","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:14","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:15","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:16","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:17","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:18","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:19","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:20","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:08:21","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:08:22","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:08:23","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:00","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:01","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:02","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:03","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:04","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:05","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:06","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:07","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:08","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:09","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:10","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:11","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:12","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:13","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3.1","0","ARRI ALEXA 35"
"18:40:09:14","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.8","0","ARRI ALEXA 35"
"18:40:09:15","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.8","0","ARRI ALEXA 35"
"18:40:09:16","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.9","0","ARRI ALEXA 35"
"18:40:09:17","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.9","0","ARRI ALEXA 35"
"18:40:09:18","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.7","0","ARRI ALEXA 35"
"18:40:09:19","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.7","0","ARRI ALEXA 35"
"18:40:09:20","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.7","0","ARRI ALEXA 35"
"18:40:09:21","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.7","0","ARRI ALEXA 35"
"18:40:09:22","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.7","0","ARRI ALEXA 35"
"18:40:09:23","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.7","0","ARRI ALEXA 35"
"18:40:10:00","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.8","0","ARRI ALEXA 35"
"18:40:10:01","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.8","0","ARRI ALEXA 35"
"18:40:10:02","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.8","0","ARRI ALEXA 35"
"18:40:10:03","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:10:04","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:10:05","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","3","0","ARRI ALEXA 35"
"18:40:10:06","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.8","0","ARRI ALEXA 35"
"18:40:10:07","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.5","0","ARRI ALEXA 35"
"18:40:10:08","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","2.2","0","ARRI ALEXA 35"
"18:40:10:09","A_0025C002_250529_183944_h1EI5","COOKE S4 962","962","50","T 2 3/10","33.737","1.9","0","ARRI ALEXA 35"
