"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"12:57:28:09","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.7","0.6","ARRI ALEXA 35"
"12:57:28:10","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.7","0.6","ARRI ALEXA 35"
"12:57:28:11","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.6","ARRI ALEXA 35"
"12:57:28:12","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.6","ARRI ALEXA 35"
"12:57:28:13","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.6","ARRI ALEXA 35"
"12:57:28:14","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
"12:57:28:15","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
"12:57:28:16","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
"12:57:28:17","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
"12:57:28:18","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
"12:57:28:19","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
"12:57:28:20","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.1","0.7","ARRI ALEXA 35"
"12:57:28:21","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.1","0.8","ARRI ALEXA 35"
"12:57:28:22","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","0.9","ARRI ALEXA 35"
"12:57:28:23","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","1.1","ARRI ALEXA 35"
"12:57:29:00","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","1.1","ARRI ALEXA 35"
"12:57:29:01","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","1.1","ARRI ALEXA 35"
"12:57:29:02","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","1.1","ARRI ALEXA 35"
"12:57:29:03","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","0.9","ARRI ALEXA 35"
"12:57:29:04","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","0.1","0.9","ARRI ALEXA 35"
"12:57:29:05","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.2","0.7","ARRI ALEXA 35"
"12:57:29:06","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.2","0.7","ARRI ALEXA 35"
"12:57:29:07","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.2","0.7","ARRI ALEXA 35"
"12:57:29:08","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.2","0.7","ARRI ALEXA 35"
"12:57:29:09","B_0011C005_250528_115605_h1CZ7","COOKE S4 754","754","32","T 2 5/10","7.772","-0.4","0.7","ARRI ALEXA 35"
