"Timecode","Clip Name","Lens Model","Lens Serial","Focal Length (mm)","Aperture","Focus Distance (ft)","Camera Tilt","Camera Roll","Camera Model"
"11:05:17:11","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.846","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:12","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.846","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:13","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.846","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:14","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.846","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:15","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.846","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:16","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.774","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:17","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.738","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:18","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.627","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:19","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.6","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:20","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.6","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:21","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.6","31.4","-0.4","ARRI ALEXA 35"
"11:05:17:22","D_0010C001_250522_110454_h1EI5","COOKE S4 962","962","50","T 2 7/10","5.6","31.4","-0.4","ARRI ALEXA 35"
