Flag/Circled,Label,Dynamic Metadata,Name,Reel/Tape,Camera,Shoot Date,Shooting Day,Crew Unit,Episode,Scene,Take,Duration,Look Source Name,Look Name,CDL Nodes,SAT Nodes,Director,Cinematographer,EI/ISO (clip),WB (clip),Tint (clip),Frames,Shutter Angle,Sensor FPS,Lens Model,Focal Length,T-Stop,Focus Distance,Codec,File Type,Resolution,Project FPS,TC Start,TC End,File Size,Soundroll,In/Out Duration,Firmware Version,Lens Serial,Recorder Model,LUT Nodes,ShotID,Shothub Link
"","No Label","","A_0001C001_250519_090645_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143","01","58","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1401","172.8° @ 24fps","24","COOKE S4 758","25.0 mm","2.8 3/10","57.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:07:23.21","10:08:22.06","13617258760","SR001,SR001","1401","4.00.00","758","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","LDU-7QY-P7Y","https://shotid.net/LDU-7QY-P7Y"
"","No Label","","A_0001C002_250519_091135_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143","03","125","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","3003","172.8° @ 24fps","24","COOKE S4 758","25.0 mm","2.8 3/10","87.7 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:12:13.14","10:14:18.17","29214867972","SR001,SR001,SR001,SR001","3003","4.00.00","758","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","365-WG8-NDE","https://shotid.net/365-WG8-NDE"
"","No Label","","A_0001C003_250519_091922_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143","04","75","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1791","172.8° @ 24fps","24","COOKE S4 758","25.0 mm","2.8 3/10","43.4 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:20:01.02","10:21:15.17","17558352208","SR001,SR001","1791","4.00.00","758","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","H8A-3UC-JK2","https://shotid.net/H8A-3UC-JK2"
"X","Exported","Extracted","A_0001C004_250519_092617_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143","04","82","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1960","172.8° @ 24fps","24","COOKE S4 758","25.0 mm","2.8 3/10","63.6 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:26:55.06","10:28:16.22","19075719540","SR001,SR001","1960","4.00.00","758","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","PSL-DBF-PJD","https://shotid.net/PSL-DBF-PJD"
"","No Label","","A_0001C005_250519_092809_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143","04","33","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","791","172.8° @ 24fps","24","COOKE S4 758","25.0 mm","2.8 3/10","16.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:28:47.06","10:29:20.05","7725895872","SR001,SR001","791","4.00.00","758","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","UVS-ZE4-DCR","https://shotid.net/UVS-ZE4-DCR"
"","No Label","","A_0001C006_250519_101539_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143A","01","49","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1176","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 4/10","8.78 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:16:18.00","11:17:07.00","12042445028","SR001,SR001","1176","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","W9K-NP8-RGA","https://shotid.net/W9K-NP8-RGA"
"","No Label","","A_0001C007_250519_102508_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143A","02","57","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1371","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 4/10","7.85 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:25:46.13","11:26:43.16","14097355016","SR001,SR001","1371","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","G77-8BL-UFA","https://shotid.net/G77-8BL-UFA"
"X","Exported","Extracted","A_0001C008_250519_103006_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143A","03","46","LOG (modified)","101_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1099","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 4/10","7.27 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:30:44.08","11:31:30.03","11416821988","SR001,SR001","1099","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","6JZ-JVY-736","https://shotid.net/6JZ-JVY-736"
"","No Label","","A_0001C009_250519_103129_h1CBB","A_0001_1CBB","A_","20250519","SD001","ENT","103","143A","04","20","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","470","172.8° @ 24fps","24","COOKE S4 911","35.0 mm","2.8 4/10","4.63 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:32:07.08","11:32:26.22","4904857720","","470","4.00.00","911","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","JTU-ZZV-UPH","https://shotid.net/JTU-ZZV-UPH"
"","No Label","","A_0002C001_250519_124504_h1CBB","A_0002_1CBB","A_","20250519","SD001","ENT","301","143C","01","60","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1445","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 4/10","5.13 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","13:45:42.19","13:46:43.00","14207451436","SR001","1445","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","4WD-H9Y-UA9","https://shotid.net/4WD-H9Y-UA9"
"","No Label","","A_0002C002_250519_124724_h1CBB","A_0002_1CBB","A_","20250519","SD001","ENT","301","143C","02","48","101_F","101_F","(0.9714 0.9683 0.9714) (-0.0045 0.0023 -0.0045) (1.0000 1.0000 1.0000)","0.95","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1156","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 4/10","5.02 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","13:48:02.11","13:48:50.15","11308581092","SR001","1156","4.00.00","753","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","JRX-TNR-FYZ","https://shotid.net/JRX-TNR-FYZ"
"X","Exported","Extracted","A_0002C003_250519_124953_h1CBB","A_0002_1CBB","A_","20250519","SD001","ENT","301","143C","03","37","LOG","101_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","890","172.8° @ 24fps","24","COOKE S4 753","40.0 mm","2.8 3/10","5.40 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","13:50:31.04","13:51:08.06","8811225280","SR001","890","4.00.00","753","ARRI ALEXA 35","","7CX-GGX-RC2","https://shotid.net/7CX-GGX-RC2"
