Flag/Circled,Label,Dynamic Metadata,Name,Reel/Tape,Camera,Shoot Date,Shooting Day,Crew Unit,Episode,Scene,Take,Duration,Look Source Name,Look Name,CDL Nodes,SAT Nodes,Director,Cinematographer,EI/ISO (clip),WB (clip),Tint (clip),Frames,Shutter Angle,Sensor FPS,Lens Model,Focal Length,T-Stop,Focus Distance,Codec,File Type,Resolution,Project FPS,TC Start,TC End,File Size,Soundroll,In/Out Duration,Firmware Version,Lens Serial,Recorder Model,LUT Nodes,ShotID,Shothub Link
"","No Label","","A_0008C004_250523_105834_h1CBB","A_0008_1CBB","A_","20250523","SD005","ENT","301","116A","04","32","base_mkt.alf4c","104_B","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4300 K","0","770","172.8° @ 24fps","24","COOKE S4 955","32.0 mm","2.8 8/10","28.7 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:59:15.10","11:59:47.12","8643903680","SR005","770","4.00.00","955","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube, null_33.cube","NTL-743-ETN","https://shotid.net/NTL-743-ETN"
"X","No Label","Extracted","A_0008C005_250523_110242_h1CBB","A_0008_1CBB","A_","20250523","SD005","ENT","301","116A","05","31","LOG","104_B","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4300 K","0","732","172.8° @ 24fps","24","COOKE S4 955","32.0 mm","2.8 5/10","36.1 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:03:22.17","12:03:53.05","8266760384","SR005","732","4.00.00","955","ARRI ALEXA 35","","WV2-R5G-M5R","https://shotid.net/WV2-R5G-M5R"
"","No Label","","A_0008C006_250523_110731_h1CBB","A_0008_1CBB","A_","20250523","SD005","ENT","301","","","92","base_mkt.alf4c","104_B","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4300 K","0","2203","172.8° @ 24fps","24","COOKE S4 955","32.0 mm","2.8 8/10","60.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:08:12.07","12:09:44.02","26713112984","","2203","4.00.00","955","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube, null_33.cube","LNK-YUF-UE4","https://shotid.net/LNK-YUF-UE4"
"","No Label","","A_0009C001_250523_131852_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","","","1","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","27","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2.8","15.3 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:19:32.17","14:19:33.20","380932180","","27","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","QGQ-8GG-4TZ","https://shotid.net/QGQ-8GG-4TZ"
"","No Label","","A_0009C002_250523_134029_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117","01","157","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3770","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2.8","18.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:41:09.02","14:43:46.04","47795630704","SR005","3770","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","2RW-J2S-JR4","https://shotid.net/2RW-J2S-JR4"
"X","No Label","Extracted","A_0009C003_250523_134950_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117","02","98","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2358","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2.8","48.2 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:50:30.11","14:52:08.17","29518516632","SR005","2358","4.00.00","752","ARRI ALEXA 35","","JGZ-BUM-ZN3","https://shotid.net/JGZ-BUM-ZN3"
"","No Label","","A_0009C004_250523_135516_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","","","91","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2178","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2.8","55.6 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:55:56.19","14:57:27.13","27667784088","","2178","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","R2Y-UAH-T7L","https://shotid.net/R2Y-UAH-T7L"
"","No Label","","A_0009C005_250523_135649_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","","","2","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","38","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2.8","12.1 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:57:29.10","14:57:31.00","503824468","","38","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","CHR-E3A-ANA","https://shotid.net/CHR-E3A-ANA"
"","No Label","","A_0009C006_250523_144115_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117A","01","45","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","1091","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","43.4 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:41:54.21","15:42:40.08","13771759844","SR005","1091","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","5YB-7N9-CYV","https://shotid.net/5YB-7N9-CYV"
"","No Label","","A_0009C007_250523_144229_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117A","01","129","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3099","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","45.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:43:08.21","15:45:18.00","37326193156","SR005","3099","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","LDY-9NP-6XT","https://shotid.net/LDY-9NP-6XT"
"","No Label","","A_0009C008_250523_144805_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117A","02","126","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3012","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","43.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:48:45.18","15:50:51.06","35425702404","SR005","3012","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","PV5-AUZ-GJK","https://shotid.net/PV5-AUZ-GJK"
"","No Label","","A_0009C009_250523_145244_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117A","03","118","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2827","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","43.4 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:53:23.21","15:55:21.16","33532625376","SR005","2827","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","TSZ-4V8-VBY","https://shotid.net/TSZ-4V8-VBY"
"X","No Label","Extracted","A_0009C010_250523_145644_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117A","04","131","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3144","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 9/10","44.1 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:57:24.05","15:59:35.05","37718082088","SR005","3144","4.00.00","949","ARRI ALEXA 35","","2ZL-MZR-T5P","https://shotid.net/2ZL-MZR-T5P"
"","No Label","","A_0009C011_250523_150005_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","","","24","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","582","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8","15.6 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:00:45.06","16:01:09.12","6678831260","","582","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","QKH-K2M-2GG","https://shotid.net/QKH-K2M-2GG"
"","No Label","","A_0009C012_250523_152738_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117B","01","130","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3129","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 8/10","50.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:28:18.19","16:30:29.04","37290050088","SR005","3129","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","GFV-V4M-3XE","https://shotid.net/GFV-V4M-3XE"
"","No Label","","A_0009C013_250523_153348_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117B","02","192","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","4601","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 8/10","69.4 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:34:27.23","16:37:39.16","55109010176","SR005","4601","4.00.00","949","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","9Z7-VK4-RH4","https://shotid.net/9Z7-VK4-RH4"
"X","No Label","Extracted","A_0009C014_250523_154428_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117B","03","181","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","4332","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 8/10","9.38 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:45:08.09","16:48:08.21","51689013980","SR005","4332","4.00.00","949","ARRI ALEXA 35","","82Q-BGV-CVK","https://shotid.net/82Q-BGV-CVK"
"","No Label","","A_0009C015_250523_163357_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117C","01","94","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2265","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8 3/10","21.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:34:37.03","17:36:11.12","28714652056","SR005","2265","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","NL4-VKP-5JE","https://shotid.net/NL4-VKP-5JE"
"","No Label","","A_0009C016_250523_163816_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117C","02","110","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2651","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8 3/10","18.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:38:56.19","17:40:47.06","33393009120","SR005","2651","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","6AU-Q7A-A9E","https://shotid.net/6AU-Q7A-A9E"
"X","No Label","Extracted","A_0009C017_250523_164050_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117C","03","83","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","1990","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8 3/10","20.6 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:41:29.20","17:42:52.18","25074753908","SR005","1990","4.00.00","962","ARRI ALEXA 35","","LJ7-959-TNM","https://shotid.net/LJ7-959-TNM"
"","No Label","","A_0009C018_250523_164301_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","","","14","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","327","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2.8 4/10","9.11 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:43:40.23","17:43:54.14","3954397304","","327","4.00.00","962","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","6GT-MVS-RX4","https://shotid.net/6GT-MVS-RX4"
"X","No Label","Extracted","A_0009C019_250523_165249_h1CBB","A_0009_1CBB","A_","20250523","SD005","ENT","301","117D","01","257","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","6168","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2.8 1/10","28.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:53:29.00","17:57:46.00","74231346136","SR005","6168","4.00.00","949","ARRI ALEXA 35","","FT7-YP6-74V","https://shotid.net/FT7-YP6-74V"
"","No Label","","B_0008C001_250523_134027_h1CZ7","B_0008_1CZ7","B_","20250523","SD005","ENT","301","117","01","125","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2990","172.8° @ 24fps","24","COOKE S4 918","25.0 mm","2.8 1/10","40.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:41:45.02","14:43:49.16","34868679172","SR005","2990","4.00.00","918","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","QLX-ATY-FDJ","https://shotid.net/QLX-ATY-FDJ"
"X","No Label","Extracted","B_0008C002_250523_134912_h1CZ7","B_0008_1CZ7","B_","20250523","SD005","ENT","301","117","02","98","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2357","172.8° @ 24fps","24","COOKE S4 918","25.0 mm","2.8 1/10","43.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:50:30.16","14:52:08.21","27284803992","SR005","2357","4.00.00","918","ARRI ALEXA 35","","AHV-RDQ-3PQ","https://shotid.net/AHV-RDQ-3PQ"
"","No Label","","B_0008C003_250523_135427_h1CZ7","B_0008_1CZ7","B_","20250523","SD005","ENT","301","","","90","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2148","172.8° @ 24fps","24","COOKE S4 918","25.0 mm","2.8 1/10","4.21 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:55:45.21","14:57:15.09","25230106996","","2148","4.00.00","918","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","QEL-TTN-K7S","https://shotid.net/QEL-TTN-K7S"
"X","No Label","Extracted","B_0008C004_250523_165210_h1CZ7","B_0008_1CZ7","B_","20250523","SD005","ENT","301","117D","01","261","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","6264","172.8° @ 24fps","24","COOKE S4 752","65.0 mm","2.8 1/10","18.7 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:53:28.05","17:57:49.05","75175969788","SR005","6264","4.00.00","752","ARRI ALEXA 35","","ZQS-5LY-YJG","https://shotid.net/ZQS-5LY-YJG"
"","No Label","","C_0001C001_250523_154216_h1BYI","C_0001_1BYI","C_","20250523","SD005","ENT","301","117A","01","40","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","962","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2 4/10","37.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:41:53.06","15:42:33.08","10322788580","SR005","962","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","P3J-BVJ-US2","https://shotid.net/P3J-BVJ-US2"
"","No Label","","C_0001C002_250523_154335_h1BYI","C_0001_1BYI","C_","20250523","SD005","ENT","301","117A","01","133","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3195","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2 2/10","35.2 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:43:11.20","15:45:24.23","34479514152","SR005","3195","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","ZQC-9VV-7EF","https://shotid.net/ZQC-9VV-7EF"
"","No Label","","C_0001C003_250523_154852_h1BYI","C_0001_1BYI","C_","20250523","SD005","ENT","301","117A","02","142","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3398","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2 3/10","14.5 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:48:28.23","15:50:50.13","37176275532","SR005","3398","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","TV3-EBM-VQ4","https://shotid.net/TV3-EBM-VQ4"
"","No Label","","C_0001C004_250523_155356_h1BYI","C_0001_1BYI","C_","20250523","SD005","ENT","301","117A","03","111","105_C","105_C","(1.0794 1.0829 1.0875) (-0.0289 -0.0324 -0.0370) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","2675","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2 1/10","33.1 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:53:33.07","15:55:24.18","28991898080","SR005","2675","4.00.00","752","ARRI ALEXA 35","LogC4AWG4_mktG3_Rec709.cube","FRW-UHP-8F4","https://shotid.net/FRW-UHP-8F4"
"X","No Label","Extracted","C_0001C005_250523_155752_h1BYI","C_0001_1BYI","C_","20250523","SD005","ENT","301","117A","04","128","LOG","105_C","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","1280","4600 K","0","3080","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2 1/10","36.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:57:28.12","15:59:36.20","33388184068","SR005","3080","4.00.00","752","ARRI ALEXA 35","","ZBB-NQZ-JUH","https://shotid.net/ZBB-NQZ-JUH"
