Flag/Circled,Label,Dynamic Metadata,Name,Reel/Tape,Camera,Shoot Date,Shooting Day,Crew Unit,Episode,Scene,Take,Duration,Look Source Name,Look Name,CDL Nodes,SAT Nodes,Director,Cinematographer,EI/ISO (clip),WB (clip),Tint (clip),Frames,Shutter Angle,Sensor FPS,Lens Model,Focal Length,T-Stop,Focus Distance,Codec,File Type,Resolution,Project FPS,TC Start,TC End,File Size,Soundroll,In/Out Duration,Firmware Version,Lens Serial,Recorder Model,LUT Nodes,ShotID,Shothub Link
"","No Label","","B_0006C001_250522_104157_h1CZ7","B_0006_1CZ7","B_","20250522","SD004","ENT","301","129Q","01","182","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","4362","172.8° @ 24fps","24","COOKE S4 918","40.0 mm","2 7/10","4.00 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:43:14.22","11:46:16.16","44213162716","SR004","4362","4.00.00","918","ARRI ALEXA 35","","4TF-Q94-PAH","https://shotid.net/4TF-Q94-PAH"
"X","No Label","Extracted","B_0006C002_250522_104603_h1CZ7","B_0006_1CZ7","B_","20250522","SD004","ENT","301","129Q","02","366","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","8793","172.8° @ 24fps","24","COOKE S4 918","40.0 mm","2 7/10","4.22 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:47:20.16","11:53:27.01","89028408676","SR004","8793","4.00.00","918","ARRI ALEXA 35","","2F3-JQX-RU3","https://shotid.net/2F3-JQX-RU3"
"","No Label","","B_0006C003_250522_105226_h1CZ7","B_0006_1CZ7","B_","20250522","SD004","ENT","301","","","27","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","651","172.8° @ 24fps","24","COOKE S4 918","40.0 mm","2 5/10","5.90 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:53:43.11","11:54:10.14","6621413532","","651","4.00.00","918","ARRI ALEXA 35","","4HK-AZU-946","https://shotid.net/4HK-AZU-946"
"","No Label","","B_0006C004_250522_110255_h1CZ7","B_0006_1CZ7","B_","20250522","SD004","ENT","301","","","99","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2384","172.8° @ 24fps","24","COOKE S4 918","40.0 mm","2 5/10","3.75 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:04:12.13","12:05:51.21","24101515672","","2384","4.00.00","918","ARRI ALEXA 35","","USR-QJE-DDL","https://shotid.net/USR-QJE-DDL"
"X","No Label","Extracted","B_0007C001_250522_155029_h1CZ7","B_0007_1CZ7","B_","20250522","SD004","ENT","301","143H","01","183","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","4394","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2.8 1/10","4.45 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:51:47.05","16:54:50.07","47943869148","SR004","4394","4.00.00","752","ARRI ALEXA 35","","KLY-2ST-SDQ","https://shotid.net/KLY-2ST-SDQ"
"","No Label","","B_0007C002_250522_155407_h1CZ7","B_0007_1CZ7","B_","20250522","SD004","ENT","301","","","18","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","442","172.8° @ 24fps","24","COOKE S4 752","27.0 mm","2.8 1/10","4.10 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","16:55:25.07","16:55:43.17","4893204600","","442","4.00.00","752","ARRI ALEXA 35","","HBN-PGN-68G","https://shotid.net/HBN-PGN-68G"
"","No Label","","B_0007C003_250522_155926_h1CZ7","B_0007_1CZ7","B_","20250522","SD004","ENT","301","","","3","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","68","172.8° @ 24fps","24","COOKE S4 752","65.0 mm","2.8 1/10","3.37 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:00:44.05","17:00:47.01","803729492","","68","4.00.00","752","ARRI ALEXA 35","","EXG-TX7-9AR","https://shotid.net/EXG-TX7-9AR"
"X","No Label","Extracted","B_0007C004_250522_155937_h1CZ7","B_0007_1CZ7","B_","20250522","SD004","ENT","301","143L","01","254","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","6090","172.8° @ 24fps","24","COOKE S4 752","65.0 mm","2.8 1/10","3.46 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:00:55.00","17:05:08.18","65922647000","SR004","6090","4.00.00","752","ARRI ALEXA 35","","C9H-UYM-AVH","https://shotid.net/C9H-UYM-AVH"
"","No Label","","B_0007C005_250522_160420_h1CZ7","B_0007_1CZ7","B_","20250522","SD004","ENT","301","","","14","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","327","172.8° @ 24fps","24","COOKE S4 752","65.0 mm","2.8 1/10","4.43 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:05:38.20","17:05:52.11","3582775416","","327","4.00.00","752","ARRI ALEXA 35","","8C4-G9H-4VY","https://shotid.net/8C4-G9H-4VY"
"","No Label","","B_0007C006_250522_160444_h1CZ7","B_0007_1CZ7","B_","20250522","SD004","ENT","301","","","3","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","72","172.8° @ 24fps","24","COOKE S4 752","65.0 mm","2.8 1/10","3.65 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","17:06:02.15","17:06:05.15","840216660","","72","4.00.00","752","ARRI ALEXA 35","","2L9-DNH-KA6","https://shotid.net/2L9-DNH-KA6"
"","No Label","","D_0009C001_250522_102732_h1EI5","D_0009_1EI5","D_","20250522","SD004","ENT","301","129N","01","221","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","5307","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2 5/10","10.7 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:27:55.01","10:31:36.04","54611329900","SR004","5307","4.00.00","962","ARRI ALEXA 35","","LAV-MXA-6F3","https://shotid.net/LAV-MXA-6F3"
"","No Label","","D_0009C002_250522_103250_h1EI5","D_0009_1EI5","D_","20250522","SD004","ENT","301","129N","02","406","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","9739","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2 5/10","9.89 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:33:13.01","10:39:58.20","100441376244","SR004","9739","4.00.00","962","ARRI ALEXA 35","","YCD-DSC-6JV","https://shotid.net/YCD-DSC-6JV"
"X","No Label","Extracted","D_0009C003_250522_104049_h1EI5","D_0009_1EI5","D_","20250522","SD004","ENT","301","129N","03","448","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","10760","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2 5/10","9.96 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:41:12.11","10:48:40.19","110887708292","SR004","10760","4.00.00","962","ARRI ALEXA 35","","3JH-H32-YEZ","https://shotid.net/3JH-H32-YEZ"
"","No Label","","D_0009C004_250522_105103_h1EI5","D_0009_1EI5","D_","20250522","SD004","ENT","301","","","73","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1744","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2 5/10","11.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","10:51:26.10","10:52:39.02","16188764496","","1744","4.00.00","962","ARRI ALEXA 35","","ZLH-2DH-EUY","https://shotid.net/ZLH-2DH-EUY"
"X","No Label","","D_0010C001_250522_110454_h1EI5","D_0010_1EI5","D_","20250522","SD004","ENT","301","129P","01","696","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","16697","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2 7/10","5.85 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:05:17.11","11:16:53.04","168670697992","SR004","16697","4.00.00","962","ARRI ALEXA 35","","9QD-XJ8-YXH","https://shotid.net/9QD-XJ8-YXH"
"","No Label","","D_0010C002_250522_111814_h1EI5","D_0010_1EI5","D_","20250522","SD004","ENT","301","","","24","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","581","172.8° @ 24fps","24","COOKE S4 962","50.0 mm","2 7/10","8.18 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:18:36.17","11:19:00.22","5775081628","","581","4.00.00","962","ARRI ALEXA 35","","24V-7AS-JVC","https://shotid.net/24V-7AS-JVC"
"","No Label","","D_0010C003_250522_114254_h1EI5","D_0010_1EI5","D_","20250522","SD004","ENT","301","129Q","01","173","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","4153","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 6/10","7.15 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:43:17.00","11:46:10.01","41533444792","SR004","4153","4.00.00","949","ARRI ALEXA 35","","BKR-GVF-ZV8","https://shotid.net/BKR-GVF-ZV8"
"X","No Label","","D_0010C004_250522_114841_h1EI5","D_0010_1EI5","D_","20250522","SD004","ENT","301","129Q","02","260","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","6240","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 6/10","6.80 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:49:04.05","11:53:24.05","61775766488","SR004","6240","4.00.00","949","ARRI ALEXA 35","","FRS-PXG-JCU","https://shotid.net/FRS-PXG-JCU"
"","No Label","","D_0010C005_250522_115321_h1EI5","D_0010_1EI5","D_","20250522","SD004","ENT","301","","","24","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","586","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 6/10","7.18 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","11:53:44.04","11:54:08.14","5944602780","","586","4.00.00","949","ARRI ALEXA 35","","QPR-E9W-CAD","https://shotid.net/QPR-E9W-CAD"
"","No Label","","D_0010C006_250522_120345_h1EI5","D_0010_1EI5","D_","20250522","SD004","ENT","301","","","106","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","2548","172.8° @ 24fps","24","COOKE S4 949","65.0 mm","2 6/10","7.29 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:04:07.20","12:05:54.00","25543676348","","2548","4.00.00","949","ARRI ALEXA 35","","Y5Y-PVJ-7PP","https://shotid.net/Y5Y-PVJ-7PP"
"","No Label","","D_0011C001_250522_124803_h1EI5","D_0011_1EI5","D_","20250522","SD004","ENT","301","129R","01","43","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1033","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2 6/10","22.1 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:48:25.23","12:49:09.00","11075748068","SR004","1033","4.00.00","752","ARRI ALEXA 35","","GGK-ULY-NPB","https://shotid.net/GGK-ULY-NPB"
"X","No Label","","D_0011C002_250522_125105_h1EI5","D_0011_1EI5","D_","20250522","SD004","ENT","301","129R","02","57","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1369","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2 6/10","3.74 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:51:27.15","12:52:24.16","14223151368","SR004","1369","4.00.00","752","ARRI ALEXA 35","","YFG-D9A-QH7","https://shotid.net/YFG-D9A-QH7"
"","No Label","","D_0011C003_250522_125342_h1EI5","D_0011_1EI5","D_","20250522","SD004","ENT","301","","","71","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","1710","172.8° @ 24fps","24","COOKE S4 752","21.0 mm","2 6/10","14.8 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","12:54:05.11","12:55:16.17","17707880784","","1710","4.00.00","752","ARRI ALEXA 35","","T77-TEE-2SL","https://shotid.net/T77-TEE-2SL"
"","No Label","","TB0002C001_250515_113900_h1CZ7","TB0002_1CZ7","TB","20250522","SD004","ENT","301","","","4","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","99","172.8° @ 24fps","24","","","","","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","04:27:29.11","04:27:33.14","1322799188","","99","4.00.00","","ARRI ALEXA 35","","Z6V-TBL-9HF","https://shotid.net/Z6V-TBL-9HF"
"","No Label","","TB0002C002_250515_113911_h1CZ7","TB0002_1CZ7","TB","20250522","SD004","ENT","301","","","5","LOG","103_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","3200 K","0","131","172.8° @ 24fps","24","","","","","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","04:27:40.09","04:27:45.20","1732902996","","131","4.00.00","","ARRI ALEXA 35","","Z7W-9D7-Z9H","https://shotid.net/Z7W-9D7-Z9H"
"","No Label","","A_0005C001_250522_132850_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","01","55","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1324","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","2.8 3/10","4.94 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:29:29.10","14:30:24.14","13752238344","SR004","1324","4.00.00","754","ARRI ALEXA 35","","6G9-7Y6-VQG","https://shotid.net/6G9-7Y6-VQG"
"","No Label","","A_0005C002_250522_133345_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","02","53","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1273","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","2.8 3/10","4.89 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:34:24.09","14:35:17.10","12962296072","SR004","1273","4.00.00","754","ARRI ALEXA 35","","RY9-RX4-QA7","https://shotid.net/RY9-RX4-QA7"
"","No Label","","A_0005C003_250522_133728_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","03","56","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1335","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","2.8 3/10","8.53 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:38:07.13","14:39:03.04","13627261192","SR004","1335","4.00.00","754","ARRI ALEXA 35","","NFZ-Q8M-S74","https://shotid.net/NFZ-Q8M-S74"
"","No Label","","A_0005C004_250522_133946_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","04","48","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1162","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","2.8 3/10","4.73 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:40:25.06","14:41:13.16","11918487780","SR004","1162","4.00.00","754","ARRI ALEXA 35","","G6J-3MQ-FS8","https://shotid.net/G6J-3MQ-FS8"
"","No Label","","A_0005C005_250522_134449_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","05","48","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1152","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","","4.90 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:45:28.20","14:46:16.20","11832901860","SR004","1152","4.00.00","754","ARRI ALEXA 35","","HEP-G6C-YFE","https://shotid.net/HEP-G6C-YFE"
"","No Label","","A_0005C006_250522_134808_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","06","50","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1196","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","","4.78 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:48:47.14","14:49:37.10","12287275236","SR004","1196","4.00.00","754","ARRI ALEXA 35","","ZMT-MPV-NVV","https://shotid.net/ZMT-MPV-NVV"
"X","No Label","","A_0005C007_250522_134941_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","A212","07","51","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1231","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","","5.43 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:50:20.09","14:51:11.16","12518015240","SR004","1231","4.00.00","754","ARRI ALEXA 35","","MX4-2CD-3PT","https://shotid.net/MX4-2CD-3PT"
"","No Label","","A_0005C008_250522_135810_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","","","100","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","2408","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","","28.9 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","14:58:49.16","15:00:30.00","28260618684","","2408","4.00.00","754","ARRI ALEXA 35","","2L8-D86-MKP","https://shotid.net/2L8-D86-MKP"
"","No Label","","A_0005C009_250522_140245_h1CBB","A_0005_1CBB","A_","20250522","SD004","ENT","302","","","48","LOG","104_F","(1.0000 1.0000 1.0000) (0.0000 0.0000 0.0000) (1.0000 1.0000 1.0000)","1","Charlotte Brandstorm","Alex Disenhof","800","4600 K","0","1163","172.8° @ 24fps","24","COOKE S4 754","27.0 mm","","14.0 ft","ARRIRAW (13bit, HDE)","mxf","4608x3164","24","15:03:24.07","15:04:12.18","15552360676","","1163","4.00.00","754","ARRI ALEXA 35","","PJU-334-ZMZ","https://shotid.net/PJU-334-ZMZ"
